source_file,outcome_description,term,estimate,std.error,statistic,p.value,nct_id,model_description,model_n,outcome
oth,age_sex_como_sequence_enrolled,age_std,-8.14870951781843,5.690355559225212,-1.4320211510522802,0.15310774204801336,NCT00479401,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,sex,-15.870337347834345,7.038018506800556,-2.254943963631166,0.024808199515001406,NCT00479401,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,(Intercept),89.60334411220356,10.221906849371873,8.765814972938205,8.854733179232007e-16,NCT00490035,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,como_cnt,8.697603005882499,4.267275018875516,2.0382100913135974,0.042872270886116205,NCT00490035,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,age_std,3.971392847419163,4.333749705198575,0.9163872206683407,0.3605899744948936,NCT00490035,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,sex,-3.9492123082522674,7.103402507818719,-0.5559606546166246,0.5788718507795516,NCT00490035,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,(Intercept),176.23083384467517,12.490512096356076,14.109176027785757,1.7322471012030123e-37,NCT00552058,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,como_cnt,5.650708169079162,3.8364263950087216,1.4729093138423983,0.14149867160732355,NCT00552058,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,age_std,1.9892739398540462,5.934365315453284,0.3352125853583552,0.7376263219262142,NCT00552058,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,sex,-4.83252758123915,9.417199989953732,-0.5131597063240124,0.6081001180448127,NCT00552058,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,(Intercept),377.10575694209604,11.604311738491464,32.49703777702192,1.4770519094315944e-171,NCT00558259,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,como_cnt,-0.6931715355834452,4.929983137526076,-0.14060322647093007,0.8882044057058124,NCT00558259,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,age_std,-0.23035439019019985,6.370729440883267,-0.03615824409555564,0.9711615341206695,NCT00558259,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,sex,-1.8725276149710897,12.137179314648856,-0.15428029581066335,0.8774118273896091,NCT00558259,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,(Intercept),242.48402357078658,6.142004399640892,39.479623880595724,4.6715786620017566e-254,NCT00657150,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,como_cnt,1.42256738458812,1.9264060105594891,0.738456678805192,0.46032147232768306,NCT00657150,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,age_std,11.388073739503733,4.226173355066326,2.6946537169024882,0.007103660402157532,NCT00657150,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,sex,-11.448703330145614,6.269984728050026,-1.8259539419494213,0.06800252455178978,NCT00657150,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,(Intercept),175.1633481791559,6.636192746244474,26.395156813111495,4.83087009220135e-119,NCT00670501,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,como_cnt,0.6246004231152914,2.2156742237015576,0.28190083922708603,0.7780732055994669,NCT00670501,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,age_std,1.3407487501881055,6.047306254349012,0.22171007946288246,0.8245812268727287,NCT00670501,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,(Intercept),393.55858008574495,9.503804932501566,41.41063320226981,7.226745175853888e-288,NCT00680186,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,como_cnt,5.40109698964649,3.7501563729493195,1.4402324736658338,0.14992292349656208,NCT00680186,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,age_std,-0.07517313329960747,4.316371514370611,-0.01741581628210907,0.9861062376111391,NCT00680186,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,sex,11.83733592829035,9.239374903383483,1.2811836354811716,0.20024427017141858,NCT00680186,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,(Intercept),144.634430383507,6.70464457675366,21.572274074748634,1.5499850700555394e-72,NCT00734474,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,como_cnt,-3.071740934295477,2.6960830235840056,-1.1393346968269897,0.2551354032971676,NCT00734474,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,age_std,7.510253460895358,5.185773044285458,1.4482418333311746,0.1482064078151684,NCT00734474,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,sex,14.56538898462614,6.5385057939426225,2.2276326493615333,0.026370729866573253,NCT00734474,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,(Intercept),56.58303362167532,1.9956161563447141,28.353665829863832,1.5549804270735099e-89,NCT00827242,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,como_cnt,-3.672488630969586,1.833835540987259,-2.002627034369982,0.04605539719649612,NCT00827242,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,age_std,8.17213666422074,2.608133946329943,3.1333270577303862,0.001887265066609373,NCT00827242,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,(Intercept),33.121717739904696,2.493040641804693,13.285670993284786,2.754914843381068e-32,NCT00848081,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,como_cnt,1.2962452628404306,0.8426109254040968,1.5383675000639012,0.12496265540615728,NCT00848081,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,age_std,7.393282851580799,1.9008162924951049,3.8895304510863657,1.2254942439732255e-4,NCT00848081,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,(Intercept),101.41875436521734,3.6903860798140835,27.481881887633467,1.3435738312317876e-94,NCT00855582,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,como_cnt,-3.179233023833528,2.1898577013684344,-1.4517989099688242,0.1473317205957718,NCT00855582,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,age_std,-7.124073124262237,4.802610777162502,-1.483375075519093,0.1387525472491034,NCT00855582,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,(Intercept),66.53306467180803,2.790674793930067,23.841210311041106,2.4053375735776e-72,NCT00861757,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,como_cnt,-2.613797748233171,1.8311842822076354,-1.4273810525951183,0.1544669600344599,NCT00861757,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,age_std,-11.255649166462058,3.821602267540832,-2.9452696482998926,0.0034686177019198285,NCT00861757,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,(Intercept),161.81999523840423,5.346203882483185,30.26820502835793,7.639641081867203e-139,NCT00926289,age_sex_como_sequence_enrolled,1,sequence_enrolled
oth,age_sex_como_sequence_enrolled,como_cnt,0.3790689102485473,2.715810449353055,0.13957855944579892,0.8890246317914463,NCT00926289,age_sex_como_sequence_enrolled,1,sequence_enrolled
